DLiP-ID,J100AD
Xp-3dv,2.778687210989553
Xp-4dv,1.7403339809120406
Xp-5dv,0.9840926564866791
Xp-6dv,0.510358947995183
Xp-7dv,0.260042694288014
Xpc-4d,2.7885185696169654
Xpc-5d,3.9346439649818166
Xpc-6d,5.124988802101796
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,32
nFRing,0
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,6.658472268117857
AATS0dv,11.933333333333334
AATS0pe,6.810770000000001
AATS0se,8.141132400000002
AATS1dv,11.25
AATS1pe,6.848643750000002
AATS1se,8.052388625000003
AATS2dv,9.795918367346939
AATS2pe,6.7980326530612265
AATS2se,8.049434693877554
AATS3dv,7.5344827586206895
AATS3pe,6.69540172413793
AATS3se,8.068834689655173
AATS4dv,7.944444444444445
AATS4pe,6.816662962962962
AATS4se,8.210549407407406
AATS5dv,7.0212765957446805
AATS5pe,6.615117021276596
AATS5se,8.028593276595744
AATS6dv,8.263157894736842
AATS6pe,6.886244736842105
AATS6se,8.245399684210525
AATS7dv,7.555555555555555
AATS7pe,6.843097222222223
AATS7se,8.237930333333331
AATS8dv,7.225806451612903
AATS8pe,6.688567741935486
AATS8se,8.102481290322583
AATSC0Z,6.56
AATSC0c,0.027654408537151624
AATSC0d,0.538888888888889
AATSC0i,1.6685411081002894
AATSC0m,31.00511244999999
AATSC0p,0.21194635985828997
AATSC0s,1.8788888888888893
AATSC0v,42.25733706222865
AATSC1Z,0.25875000000000004
AATSC1c,-0.010706150329659518
AATSC1d,0.09548611111111109
AATSC1i,0.005890530883083896
AATSC1m,1.1982119531250097
AATSC1p,-0.0022011111064742213
AATSC1s,-0.012743055555555535
AATSC1v,0.541661811488424
AATSC2Z,-0.29061224489795917
AATSC2c,-0.0029869711836267108
AATSC2d,-0.1252834467120181
AATSC2i,-0.4405025721121155
AATSC2m,-1.4925998928571347
AATSC2p,-0.05052228995837764
AATSC2s,-0.017777777777777764
AATSC2v,-7.7548783249950715
AATSC3Z,-0.5393103448275862
AATSC3c,0.002481773783638569
AATSC3d,-0.05268199233716473
AATSC3i,-0.09165529984892584
AATSC3m,-2.627161310344826
AATSC3p,-0.017600653819426212
AATSC3s,0.009329501915708815
AATSC3v,-4.922981968526299
AATSC4Z,-0.09703703703703705
AATSC4c,-0.0004461645433065834
AATSC4d,0.024691358024691353
AATSC4i,-0.001827514197066052
AATSC4m,-0.5046626388888881
AATSC4p,-0.004407416477938191
AATSC4s,-0.1465843621399177
AATSC4v,-0.9126728703933744
AATSC5Z,-0.07063829787234055
AATSC5c,-0.005509357739458227
AATSC5d,0.006501182033096925
AATSC5i,-0.1562242628410441
AATSC5m,-0.11588885638298203
AATSC5p,0.015563082944146132
AATSC5s,-0.40903073286052
AATSC5v,4.121246790002437
AATSC6Z,-0.5442105263157895
AATSC6c,0.012438730721931355
AATSC6d,-0.04678362573099415
AATSC6i,0.1846146839233398
AATSC6m,-2.673740631578943
AATSC6p,-0.006522756157555803
AATSC6s,-0.08415204678362576
AATSC6v,-3.5222804280169115
AATSC7Z,-1.4044444444444446
AATSC7c,-0.007026273150070781
AATSC7d,-0.060185185185185196
AATSC7i,-0.10707284258241395
AATSC7m,-6.439669513888887
AATSC7p,-0.009834242832776133
AATSC7s,-0.3839814814814815
AATSC7v,-2.3822868058144078
AATSC8Z,-0.7470967741935484
AATSC8c,-0.0009646004704212286
AATSC8d,-0.031362007168458786
AATSC8i,0.23761199662805552
AATSC8m,-3.335409782258067
AATSC8p,0.032040889791668026
AATSC8s,0.2969175627240143
AATSC8v,3.095601630040781
ATS0are,202.33470000000003
ATS1are,214.699
ATS2are,326.91999999999996
ATS3are,383.8919000000001
ATS4are,365.11399999999986
ATS5are,307.527
ATS6are,259.2909
ATS7are,243.94600000000003
ATS8are,205.173
ATSC0dv,122.80000000000003
ATSC0pe,4.166429999999998
ATSC0se,3.0491772
ATSC1dv,25.679999999999996
ATSC1pe,0.15952799999999936
ATSC1se,0.07127271999999994
ATSC2dv,-6.639999999999995
ATSC2pe,-0.007829000000000648
ATSC2se,-0.14459196000000002
ATSC3dv,-21.08
ATSC3pe,0.11873200000000034
ATSC3se,0.25121808
ATSC4dv,1.1599999999999984
ATSC4pe,0.1566159999999993
ATSC4se,0.20685544000000025
ATSC5dv,-21.119999999999994
ATSC5pe,-1.3716170000000003
ATSC5se,-1.1598998799999993
ATSC6dv,-23.679999999999993
ATSC6pe,0.26220199999999966
ATSC6se,0.38549248000000036
ATSC7dv,-39.36
ATSC7pe,-1.8283060000000007
ATSC7se,-1.3431810399999995
ATSC8dv,-20.159999999999997
ATSC8pe,-0.8364509999999997
ATSC8se,-0.5459224399999997
AXp-0dv,0.5113321055194531
AXp-1dv,0.2644313805618847
AXp-2dv,0.1353865215412742
AXp-3dv,0.06946718027473883
AXp-4dv,0.03551702001861307
AXp-5dv,0.018567785971446777
AXp-6dv,0.008953665754301456
AXp-7dv,0.004562152531368667
BertzCT,795.5638667408002
ECIndex,456
ETA_eta,10.596390920152093
GATS1dv,0.4391032166123778
GATS1pe,0.649752905965059
GATS1se,0.7228779824603173
GATS2dv,0.7687130226683506
GATS2pe,0.7816595003004335
GATS2se,0.8655562449263161
GATS3dv,1.0586319218241038
GATS3pe,0.9767534795976412
GATS3se,0.9519823905281725
GATS4dv,1.0408372541923028
GATS4pe,1.1083205081604193
GATS4se,1.099717484927239
GATS5dv,1.183294060572458
GATS5pe,1.2525749760458738
GATS5se,1.2686013452653193
GATS6dv,1.1466012343562488
GATS6pe,1.0343330659076175
GATS6se,1.010862398862017
GATS7dv,1.3054198335142957
GATS7pe,1.5262890265500417
GATS7se,1.5750926913077474
GATS8dv,1.2188714931175788
GATS8pe,1.2975636370984582
GATS8se,1.3057835045869357
LogEE_A,3.9780284840839757
LogEE_D,103.91898802935822
MATS1dv,0.19605048859934845
MATS1pe,0.03589583888364846
MATS1se,0.021913509979019898
MATS2dv,-0.03310509871701121
MATS2pe,-0.0011504490189737614
MATS2se,-0.029032648478388986
MATS3dv,-0.08879029540604289
MATS3pe,0.014739982058567181
MATS3se,0.04261490155668767
MATS4dv,0.00524791892870068
MATS4pe,0.020883319505881185
MATS4se,0.037688753834604634
MATS5dv,-0.10977891745789724
MATS5pe,-0.21013198656066656
MATS5se,-0.2428070187366987
MATS6dv,-0.15223727070118284
MATS6pe,0.049683200953182516
MATS6se,0.09980927589943048
MATS7dv,-0.26710097719869696
MATS7pe,-0.3656819707359381
MATS7se,-0.36708838480536093
MATS8dv,-0.15887359462015332
MATS8pe,-0.19428352562683623
MATS8se,-0.17326380333346228
MAXaaCH,1.7166137042789211
MAXaasC,0.5708783436213993
MAXdssC,-0.4016076152683292
MAXssNH,2.666677532123961
MDEC-22,7.914523126672514
MDEC-23,14.532518479845375
MDEC-33,4.444394401945379
MDEN-12,0.2721655269759087
MDEN-22,0.33333333333333337
MDEO-12,0.40824829046386313
MDEO-22,0.33333333333333337
MINaaCH,1.4978317901234568
MINaasC,0.14422196502057605
MINdssC,-0.4016076152683292
MINssNH,2.666677532123961
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078471
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,318.883116445038
SpAbs_A,27.539095120319992
SpAbs_D,207.83797605871655
SpMAD_A,1.3113854819199997
SpMAD_D,9.897046478986502
SpMax_A,2.37968777004615
SpMax_D,103.91898802935822
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,92.06
TpiPC10,8.169278868077146
VAdjMat,5.523561956057013
VE1_DzZ,4.51568403792555
VE1_Dzi,4.5132689569570585
VE1_Dzm,4.515698783057919
VE1_Dzp,4.528505022169385
VE1_Dzv,4.526441119251599
VE2_DzZ,0.21503257323455
VE2_Dzi,0.21491756937890755
VE2_Dzm,0.21503327538371045
VE2_Dzp,0.21564309629378026
VE2_Dzv,0.2155448152024571
VE3_DzZ,2.249494023539354
VE3_Dzi,2.248959059844791
VE3_Dzm,2.249497288849365
VE3_Dzp,2.252329212575515
VE3_Dzv,2.2518733505700887
VR1_DzZ,111.61312263669971
VR1_Dzi,111.84103382660527
VR1_Dzm,111.61257707041972
VR1_Dzp,111.26950418823544
VR1_Dzv,111.1889189788647
VR2_DzZ,5.314910601747606
VR2_Dzi,5.325763515552632
VR2_Dzm,5.314884622400939
VR2_Dzp,5.298547818487402
VR2_Dzv,5.294710427564986
VR3_DzZ,5.4569759741142105
VR3_Dzi,5.459015866972273
VR3_Dzm,5.45697108609029
VR3_Dzp,5.453892568955164
VR3_Dzv,5.45316807210988
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0656360239006558
Xch-6dv,0.07377194664547392
Xch-7dv,0.07867846354047939
Xpc-4dv,0.7064493623652136
Xpc-5dv,0.7820322850237409
Xpc-6dv,0.7919696520562793
Zagreb1,108.0
Zagreb2,125.0
fragCpx,109.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,1
nBondsM,18
nBondsO,23
nBondsS,14
nBondsT,1
nFARing,0
nFHRing,0
nFaRing,0
nHetero,6
naHRing,2
AATS0are,6.744490000000001
AATS1are,6.70934375
AATS2are,6.671836734693876
AATS3are,6.618825862068967
AATS4are,6.761370370370368
AATS5are,6.543127659574468
AATS6are,6.823444736842106
AATS7are,6.7762777777777785
AATS8are,6.618483870967742
AATSC0dv,4.093333333333335
AATSC0pe,0.13888099999999995
AATSC0se,0.10163923999999999
AATSC1dv,0.8024999999999999
AATSC1pe,0.00498524999999998
AATSC1se,0.002227272499999998
AATSC2dv,-0.13551020408163256
AATSC2pe,-0.00015977551020409487
AATSC2se,-0.002950856326530613
AATSC3dv,-0.36344827586206896
AATSC3pe,0.002047103448275868
AATSC3se,0.004331346206896552
AATSC4dv,0.021481481481481452
AATSC4pe,0.0029002962962962836
AATSC4se,0.003830656296296301
AATSC5dv,-0.44936170212765947
AATSC5pe,-0.02918334042553192
AATSC5se,-0.024678720851063814
AATSC6dv,-0.6231578947368419
AATSC6pe,0.006900052631578939
AATSC6se,0.01014453894736843
AATSC7dv,-1.0933333333333333
AATSC7pe,-0.0507862777777778
AATSC7se,-0.03731058444444443
AATSC8dv,-0.6503225806451611
AATSC8pe,-0.026982290322580635
AATSC8se,-0.01761040129032257
AETA_eta,0.5045900438167663
ATSC0are,4.65003
ATSC1are,0.15940799999999902
ATSC2are,-0.05675900000000108
ATSC3are,0.24348199999999964
ATSC4are,0.18414599999999814
ATSC5are,-1.6707169999999996
ATSC6are,0.3986819999999979
ATSC7are,-2.0958160000000015
ATSC8are,-0.8877910000000001
BCUTZ-1h,8.033862772329208
BCUTZ-1l,5.691863930947463
BCUTc-1h,0.45402188030822427
BCUTc-1l,-0.5278666789948758
BCUTd-1h,3.15348259387542
BCUTd-1l,0.9113391050600328
BCUTi-1h,14.565773473070987
BCUTi-1l,10.954306079191424
BCUTm-1h,16.016508545778194
BCUTm-1l,11.704379461254511
BCUTp-1h,1.9878156847780561
BCUTp-1l,0.7155658960845488
BCUTs-1h,7.008271279652206
BCUTs-1l,1.4913176611133734
BCUTv-1h,20.891070547124578
BCUTv-1l,14.681720814042952
BalabanJ,1.4039858257794626
Diameter,13
ETA_beta,32.75
GATS1are,0.6783578546805071
GATS2are,0.8068782703047731
GATS3are,0.9658539837377388
GATS4are,1.1133687628140347
GATS5are,1.2655489159278355
GATS6are,1.03043704188892
GATS7are,1.5502253629426996
GATS8are,1.2904061735848664
HybRatio,0.0
Lipinski,True
LogEE_Dt,159.44155822251898
MATS1are,0.032138502332242816
MATS2are,-0.007473157842694771
MATS3are,0.02708347376624263
MATS4are,0.02200057490668497
MATS5are,-0.22933510243653876
MATS6are,0.06768750897702153
MATS7are,-0.37559184205980056
MATS8are,-0.18476280381957996
NsssssAs,0
RotRatio,0.13043478260869565
SM1_Dzpe,1.259715422276622
SM1_Dzse,1.1662733799930696
SMR_VSA1,13.734783058098518
SMR_VSA2,5.261891554738487
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,59.98511196141578
SMR_VSA8,0.0
SMR_VSA9,17.589716150541157
SpAD_DzZ,154.96571726492417
SpAD_Dzi,152.16232968599653
SpAD_Dzm,154.99115793235734
SpAD_Dzp,200.75914248855247
SpAD_Dzv,185.66433129066323
SpAbs_Dt,318.883116445038
SpDiam_A,4.646504820761747
SpDiam_D,160.40584809541397
SpMAD_Dt,15.184910306906572
SpMax_Dt,159.44155822251898
SsssssAs,0
VE1_Dzpe,4.5150541185831266
VE1_Dzse,4.515773366796349
VE2_Dzpe,0.21500257707538697
VE2_Dzse,0.21503682699030233
VE3_Dzpe,2.2493545179236385
VE3_Dzse,2.249513805257143
VMcGowan,194.17999999999986
VR1_Dzpe,111.65246083181012
VR1_Dzse,111.60773091318569
VR2_Dzpe,5.316783849133815
VR2_Dzse,5.314653853008842
VR3_Dzpe,5.457328363362087
VR3_Dzse,5.456927665692938
mZagreb1,5.916666666666667
mZagreb2,4.722222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,23
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.155001
AATSC1are,0.0049814999999999695
AATSC2are,-0.0011583469387755323
AATSC3are,0.0041979655172413735
AATSC4are,0.003410111111111077
AATSC5are,-0.03554717021276595
AATSC6are,0.010491631578947313
AATSC7are,-0.05821711111111115
AATSC8are,-0.028638419354838712
AETA_beta,1.5595238095238095
BCUTdv-1h,6.033714425403257
BCUTdv-1l,2.782240364708469
BCUTpe-1h,3.5161634316775805
BCUTpe-1l,2.238999407395811
BCUTse-1h,3.7245200667203484
BCUTse-1l,2.4345098810653543
ETA_alpha,9.7
ETA_dBeta,5.25
ETA_eta_B,0.155862069300035
ETA_eta_F,21.594739120994053
ETA_eta_L,3.5168809497711386
ETA_eta_R,32.191130041146145
ETA_psi_1,0.5329670329670331
LabuteASA,119.13910254040827
LogEE_DzZ,77.53898108144168
LogEE_Dzi,76.13807681033197
LogEE_Dzm,77.55154550297593
LogEE_Dzp,99.69365292319583
LogEE_Dzv,92.52431459977385
PEOE_VSA1,14.257034478033027
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,5.261891554738487
PEOE_VSA5,0.0
PEOE_VSA6,5.156663257125445
PEOE_VSA7,36.39820241076966
PEOE_VSA8,11.753753343145172
PEOE_VSA9,17.895835800128324
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,154.02178709606227
SpAD_Dzse,155.10281240017454
SpAbs_DzZ,153.8993907343119
SpAbs_Dzi,151.08100230665613
SpAbs_Dzm,153.92779373320928
SpAbs_Dzp,204.1887340939545
SpAbs_Dzv,187.20358651845208
SpDiam_Dt,230.56627424242197
SpMAD_DzZ,7.379319869758294
SpMAD_Dzi,7.245825223142692
SpMAD_Dzm,7.380531330112254
SpMAD_Dzp,9.559959166121546
SpMAD_Dzv,8.841158632888725
SpMax_DzZ,77.53898108144168
SpMax_Dzi,76.13807681033197
SpMax_Dzm,77.55154550297593
SpMax_Dzp,99.69365292319583
SpMax_Dzv,92.52431459977385
VE1_Dzare,4.514110755111519
VE2_Dzare,0.21495765500531042
VE3_Dzare,2.2491455587367732
VR1_Dzare,111.7011996397744
VR2_Dzare,5.319104744751162
VR3_Dzare,5.4577647905836955
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,16
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4619047619047619
AETA_dBeta,0.25
AETA_eta_B,0.007422003300001666
AETA_eta_F,1.0283209105235263
AETA_eta_L,0.16747052141767327
AETA_eta_R,1.5329109543402926
BCUTare-1h,3.570350277824732
BCUTare-1l,2.1897533711069976
ETA_beta_s,13.75
ETA_dPsi_A,0.1810329670329669
ETA_dPsi_B,0.0
ETA_eta_BR,0.413862069300035
ETA_eta_FL,6.741470543301922
ETA_eta_RL,10.25835149307306
LogEE_Dzpe,77.07087999671097
LogEE_Dzse,77.606943027706
PEOE_VSA10,0.0
PEOE_VSA11,11.454175413722904
PEOE_VSA12,5.760247418874442
PEOE_VSA13,5.907179729351506
SlogP_VSA1,5.316788604006331
SlogP_VSA2,11.063842986476951
SlogP_VSA3,0.0
SlogP_VSA4,11.33111286753076
SlogP_VSA5,16.051916670617278
SlogP_VSA6,57.66797834889702
SlogP_VSA7,0.0
SlogP_VSA8,11.520494837748885
SlogP_VSA9,0.0
SpAD_Dzare,152.57348074823224
SpAbs_Dzpe,152.8820445711453
SpAbs_Dzse,154.04761267541897
SpDiam_DzZ,122.28765043012265
SpDiam_Dzi,119.49525166833362
SpDiam_Dzm,122.30676605641838
SpDiam_Dzp,156.87996483093184
SpDiam_Dzv,145.9154664550996
SpMAD_Dzpe,7.334370814098203
SpMAD_Dzse,7.385848209532121
SpMax_Dzpe,77.07087999671097
SpMax_Dzse,77.606943027706
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,21
AETA_beta_s,0.6547619047619048
AETA_eta_BR,0.01970771758571595
AETA_eta_FL,0.32102240682390104
AETA_eta_RL,0.4884929282415743
DetourIndex,1619
EState_VSA1,5.907179729351506
EState_VSA2,5.693927994848461
EState_VSA3,22.77133260412944
EState_VSA4,0.0
EState_VSA5,12.329530064100666
EState_VSA6,36.39820241076966
EState_VSA7,6.069221312792274
EState_VSA8,10.473451861131776
EState_VSA9,14.20213742876518
ETA_beta_ns,19.0
ETA_shape_p,0.07560137457044674
ETA_shape_x,0.0
ETA_shape_y,0.30927835051546393
GhoseFilter,True
LogEE_Dzare,76.35408066528144
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,151.29401521609108
SpDiam_Dzpe,121.49589186259284
SpDiam_Dzse,122.40161747408575
SpMAD_Dzare,7.265403845153917
SpMax_Dzare,76.35408066528144
TopoPSA(NO),92.06
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,10.217083896318169
VSA_EState9,43.78291610368183
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.9047619047619048
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.038095238095238126
FilterItLogS,-4.359955768712226
SpDiam_Dzare,120.34165315788087
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6966666666666668
ETA_epsilon_2,0.8666666666666665
ETA_epsilon_3,0.4423728813559325
ETA_epsilon_4,0.5833333333333336
ETA_epsilon_5,0.8409090909090907
AETA_beta_ns_d,0.023809523809523808
ETA_dEpsilon_A,0.25429378531073427
ETA_dEpsilon_B,0.11333333333333317
ETA_dEpsilon_C,-0.1409604519774011
ETA_dEpsilon_D,0.025757575757575757
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8571428571428571
MDEDescriptor,"0.0,0.0,0.0,0.0,7.914523126672514,14.532518479845375,0.0,4.444394401945379,0.0,0.0,0.0,0.4082482904638629,0.33333333333333337,0.0,0.2721655269759087,0.0,0.33333333333333337,0.0,0.0"
APolDescriptor,38.107137
BCUTDescriptor,"11.850000000000005,15.996930529449305,-0.31485780414466163,0.2561899373677578,4.21983180893018,8.958877018247602"
BPolDescriptor,15.948862999999998
TPSADescriptor,92.06
ALOGPDescriptor,"2.4845,6.17274025,74.5574"
XLogPDescriptor,2.009
VAdjMaDescriptor,5.523561956057013
WeightDescriptor,279.06439122
ChiPathDescriptor,"14.656489770562878,10.258351493073059,8.88573432711907,7.633776707420414,6.02016406342601,4.115735491720711,2.9626599172909422,1.9033530801707157,10.737974215908514,6.081921752923348,4.1969821677795,2.778687210989552,1.7403339809120404,0.9840926564866787,0.5103589479951831,0.2600426942880141"
ChiChainDescriptor,"0.0,0.0,0.2621886974951644,0.30274943015462097,0.48736491950281885,0.0,0.0,0.0656360239006558,0.07377194664547393,0.07867846354047939"
AtomCountDescriptor,30
BondCountDescriptor,23
SmallRingDescriptor,"3,3,3,3,0,0,2,1,0,0,0"
ChiClusterDescriptor,"1.1439505508593788,0.0,0.20118446353109126,0.0,0.4000985556091977,0.0,0.027065045806257133,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"1,0,2,11,1,0,0,0,0"
ZagrebIndexDescriptor,108.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"42.86351131805466,2.0411195865740317,17.28852776581718,8.678125770331839,8.610401995485324"
FractionalPSADescriptor,0.32988802189178135
WienerNumbersDescriptor,"1052.0,27.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.7885185696169654,3.934643964981816,4.63377108514781,0.7064493623652135,0.782032285023741,0.7213455559883738"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,21
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.879017013232515,7.513007284079085,4.05"
AromaticAtomsCountDescriptor,16
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,604.06
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"24.403348010452277,25.546557238318652,35.04137896925768,31.345462418629538,29.871035691552233"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.4991446946073386,-0.15239719767950557,-0.14971909811990258,0.08101855682999932,0.015461679895710213"
EccentricConnectivityIndexDescriptor,456
AutocorrelationDescriptorPolarizability,"1107.1528797912063,1277.137936470516,1708.0766488793765,1446.9462369463504,1287.9124504183546"
